BodyID,X,Y,Z,VX,VY,VZ
0,0.0657639,0.220081,0.0889299,0.302093,2.15308,0.924706
1,4.86153,-4.09298,-4.16848,3.42491,-3.37995,-3.60378
2,0.815258,-0.0844041,0.179698,-9.33266,-0.143905,1.97796
3,-0.305844,0.693465,0.807847,1.47342,-5.74317,-6.65744
4,0.0529812,0.356227,0.0615091,-10.9695,11.449,1.57311
5,4.45596,-4.13633,-4.07201,3.83007,-3.32514,-2.72956
6,-4.56589,5.00703,-2.13356,-3.21929,3.64497,-2.31247
7,2.7848,-3.70065,-4.11895,2.10203,-1.99037,-1.86473
8,0.769191,-0.0544535,0.13172,8.60206,3.31361,-3.32436
9,0.432057,0.0404482,0.190246,-3.92065,-2.5363,5.99418
10,0.216538,0.00304265,0.185022,17.6012,-0.711624,-4.99051
11,0.778756,0.116817,-0.1319,1.46416,1.96122,4.15189
12,0.0645704,-0.123802,0.14049,-0.658624,-0.733716,2.36401
13,0.418616,-0.140712,0.132681,-8.32385,4.50749,-2.57055
14,0.3166,-0.124735,-0.36726,2.19501,2.25756,-2.76835
15,0.0548075,-0.0437597,0.241231,3.05039,-5.04678,4.22933
16,0.0768447,-0.0414113,-0.0936479,13.8499,-0.213898,5.80006
17,0.694398,0.0601111,0.286197,2.33545,-0.890466,-2.86519
18,-0.0751285,0.0684934,0.0888354,-2.01992,4.31254,3.38791
19,0.252192,0.000872582,-0.0393524,9.85087,-3.7624,0.0229102
20,0.315703,0.1412,0.248986,0.426024,-2.05293,1.27579
21,-0.050393,0.137308,0.222602,-4.15685,3.02262,2.10982
22,0.720548,0.693895,1.42958,0.387313,1.89043,4.10994
23,0.214931,0.172591,0.14565,0.304609,-7.75781,-4.34589
24,-0.121955,0.00588152,0.0926453,5.64612,0.102362,-2.32054
25,0.025491,-0.108303,0.167652,-8.48448,-0.97599,-2.10723
26,0.4436,-0.141485,-0.364709,3.00114,1.42476,0.636255
27,0.302491,0.119681,0.320216,-10.6268,-2.16107,0.593117
28,0.414085,-0.0129799,0.110919,5.03781,-3.77357,4.79964
29,0.271234,-0.0485403,0.00511013,7.71258,-2.44278,-3.60567
30,0.170462,0.155355,0.0379748,2.15301,-0.06155,-4.48173
31,0.306721,0.0300388,0.225991,-6.50258,0.883159,4.09496
32,2.5338,1.69748,2.21076,-1.32637,0.125532,-1.49765
33,-0.235779,-0.0219998,-0.219915,-7.24624,1.71821,-1.37171
34,-3.32694,-3.35629,-3.30312,-1.85543,-3.10224,-1.72636
35,0.097937,0.166195,0.136008,0.37692,0.560143,-7.25065
36,0.523128,-0.225947,0.132225,-1.10215,11.6799,0.809382
37,-0.544272,0.346078,-0.175059,-2.73914,-4.50073,-0.303548
38,0.165929,0.0580215,0.174217,10.7659,1.13596,-6.31687
39,0.189598,0.0495399,0.0324432,0.489454,-1.08785,1.89263
40,-0.726977,0.583722,0.260921,-4.78813,-1.06452,4.11943
41,0.219483,0.0830114,0.0700904,1.55677,-0.782267,1.8558
42,0.129839,-0.060016,0.3361,-10.8174,1.20884,-1.89028
43,0.169714,0.00165974,0.198126,6.09638,5.78595,8.91055
44,-0.672035,0.796154,0.616223,-2.0456,1.13719,0.281718
45,0.139424,0.40774,0.483889,-3.74405,1.99435,2.48433
46,0.320502,0.120817,0.0615957,0.640059,3.57405,-1.93494
47,0.442575,-0.0045126,0.0745054,7.22966,-2.23761,-0.572468
48,0.0531093,-0.187631,-0.348504,-2.84424,-3.2344,-7.90931
49,0.00463842,0.0122226,0.191423,-0.800888,-5.89003,2.60906
50,-0.356586,-2.37251,-2.52911,0.747987,0.851844,1.24579
51,0.286228,0.0595679,0.089859,6.67274,0.179242,1.35114
52,-0.110373,0.456963,0.107744,0.916704,0.347951,-1.0909
53,0.340226,0.0112352,0.302084,6.83288,0.246678,-0.627829
54,-1.01476,1.1319,1.19985,0.120848,-0.809989,-3.19759
55,0.653377,-0.179463,0.198645,8.743,-6.56436,-2.80552
56,1.05358,-0.334504,-0.257105,3.38251,-0.328003,-2.19485
57,0.503919,0.148597,0.320666,16.4567,0.274892,5.09844
58,0.0241132,0.242581,0.254473,6.82241,-5.23145,1.80603
59,0.140154,0.0262195,0.147082,3.85674,-4.25515,-7.58866
60,0.282435,-0.0143791,0.230122,-2.34093,4.29264,-0.123127
61,0.269041,-0.00616896,0.0277536,-3.53747,-2.7631,-4.93818
62,0.442339,-0.120284,0.196288,-9.63687,10.6395,4.30293
63,-1.13333,-0.991495,0.548998,-4.00432,-2.35717,0.543507
64,-0.0981006,-0.0240659,0.124333,1.74498,3.86519,-3.50963
65,0.29402,0.0997126,-0.0455072,-1.88721,2.60489,-0.915794
66,-0.192932,0.0206955,0.274031,-5.47258,-2.02603,5.39121
67,0.217809,0.552786,0.330461,-2.19333,9.23893,4.72563
68,0.925034,-0.288938,0.434205,6.48775,-3.72823,-1.87672
69,0.604682,0.064703,0.189766,-8.36851,-4.39659,3.6404
70,-3.3213,-3.16701,-3.22591,-0.22161,-2.26089,-1.97454
71,-3.50737,3.45018,2.93461,-1.01659,2.44136,1.31523
72,0.289565,0.0572687,0.135311,-1.29826,-5.31671,-2.65307
73,0.422938,-0.10829,0.00190269,-12.3527,14.0111,0.44206
74,-0.644472,-0.254581,0.80601,-4.46312,0.0421171,2.58317
75,0.236698,-0.0423561,-0.0327828,-8.53398,-0.804818,3.20004
76,0.31696,-0.00479883,0.0260097,-1.64348,1.0989,-1.91263
77,4.19147,4.74658,-2.4998,3.38334,3.02344,-1.16642
78,0.0108895,0.245266,0.151641,11.5352,3.09457,3.60344
79,1.76511,-0.64892,-0.971823,2.15266,0.304358,-2.11511
80,0.0700928,0.0274658,0.00745033,-14.5823,-1.0055,2.10135
81,3.63589,3.85098,-1.83983,1.39908,1.55505,-1.30749
82,0.616798,0.124042,0.053584,-2.67032,-5.33256,-2.78748
83,-1.87888,2.7075,1.80797,0.848873,0.0802274,-0.843393
84,0.186921,0.0330398,-0.0712142,-6.14193,5.94523,2.00133
85,1.23846,0.290902,0.184641,8.36683,-2.54423,1.77105
86,0.166467,0.0671175,0.0663645,0.974969,-0.14744,1.28706
87,0.392977,0.0754551,0.208186,11.3079,0.327212,1.98697
88,-0.423091,0.132952,-0.0149524,2.94734,1.96488,-0.166902
89,-0.312314,-0.0991821,0.239491,10.8424,5.55746,-0.505488
90,0.130302,0.107075,0.116532,3.61339,-1.03566,1.33565
91,0.138005,0.00107376,-0.0186541,-5.99312,1.36795,0.0633411
92,0.333674,0.0799352,0.0187545,5.78812,-0.689186,-0.469897
93,0.1896,0.0315239,0.212538,2.11454,-0.071337,-8.79503
94,-4.75692,-4.27919,-4.53723,-3.77559,-3.57268,-4.16632
95,1.12963,-0.521295,-0.878091,-2.07823,2.38233,2.78645
96,-3.00802,-3.34673,-3.51696,-2.31138,-2.28319,-2.91282
97,0.651928,-0.0924139,0.027107,-11.8557,-2.26385,-1.19066
98,0.41761,-1.86849,-2.42904,-0.180404,1.49796,2.11237
99,0.314599,-0.000415377,0.00702991,-7.08784,-3.88326,0.518103
100,-0.305033,-0.820435,-0.480981,1.01219,0.155133,0.341313
101,0.252354,-0.0336507,0.0619244,-1.5067,-4.98013,-0.207308
102,0.322441,-0.0251366,0.0468769,-0.119659,0.677762,1.12903
103,-0.14378,-0.0593947,0.114111,1.32489,-1.46176,-4.79688
104,0.0308417,0.100024,0.135172,-1.32553,0.596791,-0.226507
105,-1.0907,1.05131,-1.01168,-3.67088,0.841118,-0.535039
106,0.84503,0.546148,0.671633,2.07548,0.743835,1.87535
107,0.865622,0.0478568,-0.033855,0.992247,-4.06012,-1.54182
108,0.717447,1.00558,1.58577,-0.845628,0.16647,0.921058
109,0.402254,0.0768726,0.300754,-0.0589782,-3.09781,-5.64484
110,0.226487,0.133515,0.252376,6.99925,-8.75763,3.45182
111,-0.434319,0.789371,0.686772,-0.948461,-1.09814,-0.536524
112,0.550573,0.0319585,0.0390031,6.79439,-0.762487,-5.17117
113,-3.29462,3.30257,2.86134,-0.877767,1.13527,0.624748
114,-3.27561,-3.18905,-3.31215,-1.86627,-2.1809,-2.15317
115,0.620936,0.166808,-0.00314545,9.13139,-5.44648,-2.37118
116,0.421053,-0.313018,0.213408,1.07065,14.514,-1.23693
117,-5.87993,-4.2167,3.03555,-4.93632,-3.25778,2.09351
118,0.428689,-0.0233348,0.118187,-0.667562,3.9197,8.33598
119,1.02371,-0.470161,0.533876,-5.57162,-1.3829,-1.91147
120,0.366847,-0.321358,-0.0349832,4.29399,-2.77506,3.69455
121,0.368441,-0.00108232,-0.103367,-10.2275,-5.23922,5.28642
122,0.486175,0.003615,0.204984,5.95439,-2.06488,-4.51294
123,0.199317,0.072092,0.0471383,-3.70952,-0.69214,2.16201
124,0.240878,0.0707675,0.0934185,0.345778,-2.95645,1.51791
125,-4.34018,4.48892,-3.51265,-3.73976,3.77834,-3.10015
126,-0.377371,0.32387,0.232228,-3.18138,1.5582,-1.72062
127,0.286162,0.0838015,-0.0897446,8.50934,-9.28453,-10.928
128,0.0891294,-0.0146589,0.00566525,8.09464,6.96296,9.22652
129,-4.96616,4.80847,-3.7267,-3.31964,3.1365,-2.18451
130,0.0511375,1.31527,1.18624,0.129246,-2.98444,-3.30901
131,0.238317,0.122921,-0.0865605,-15.8727,4.00627,-0.84675
132,0.316801,-0.0621623,0.12749,0.0776594,2.34956,0.153481
133,-3.60857,-3.8669,-3.89751,-2.12463,-2.37113,-2.39935
134,0.451046,-0.114202,0.17951,-10.9916,-2.658,-9.40078
135,0.327918,0.127123,-0.0321745,12.1124,-0.715987,-5.2716
136,0.371301,-0.00765687,0.168192,-3.08986,0.236796,4.67038
137,-0.361659,1.64167,1.02361,-0.439029,-1.98337,-0.60578
138,0.280467,0.0162522,0.209302,-4.43861,0.533189,-1.73091
139,-0.0940205,-0.142986,-0.208058,4.41573,3.84996,6.19354
140,0.190774,-0.0700693,0.267224,2.8942,-0.20316,4.12037
141,-0.276842,-0.100645,0.119987,-7.23342,-1.06483,4.61062
142,0.391703,-0.104515,0.202787,-0.539941,1.04904,4.26996
143,0.364162,0.0801334,0.0766425,-1.44421,-1.62005,-1.70909
144,0.96135,-0.511355,-0.302136,0.308639,2.19527,5.1974
145,1.12796,-0.298714,-0.227495,7.11187,1.85684,0.831826
146,0.753914,0.0379804,0.106755,5.45779,-0.433324,-5.59085
147,0.689234,0.0100706,-0.286706,-10.041,-3.82272,9.04218
148,0.507932,0.128331,-0.0275067,-6.56589,1.10575,-2.92583
149,-0.133276,0.130815,0.360213,4.93561,-3.31056,-0.554164
