BodyID,X,Y,Z,VX,VY,VZ
0,0.245276,-0.043018,0.230429,7.8182,1.11253,7.56637
1,5.92908,-7.22303,-6.85853,4.00386,-5.34205,-4.83491
2,0.472849,-0.489495,-0.0360173,-6.78969,-2.89929,-3.43674
3,-0.26119,1.18771,0.212983,-1.82775,-2.44403,0.879219
4,-0.0381951,0.552921,0.305559,17.4764,-13.4102,-12.7045
5,6.15463,-7.99341,-6.68811,4.95691,-5.12938,-5.6329
6,-6.95931,9.84172,-3.52899,-5.06703,7.62727,-3.37123
7,5.95738,-6.73362,-5.66984,4.95418,-5.02728,-4.0107
8,0.499513,-0.531936,-0.205511,-3.09648,10.6196,13.9395
9,0.261443,-0.0214678,0.137801,-3.05842,0.821878,-5.30919
10,-0.149159,0.665624,0.39792,13.5009,-5.86567,-10.0858
11,0.276902,-0.0767338,0.0336997,-7.41262,10.0675,-6.64441
12,0.199556,0.256491,0.149313,0.116844,-5.02208,4.7694
13,0.327232,0.157573,0.265165,15.0756,-0.477635,-4.50255
14,0.129454,0.41148,-0.00467709,1.09553,-6.63481,8.22795
15,0.136921,0.53316,0.179183,3.38977,-3.54371,-13.3557
16,0.260953,0.295311,0.296781,4.11345,-19.8831,-8.52577
17,0.332812,0.233348,0.0834516,19.9414,-8.05891,-17.6609
18,0.309144,0.473594,0.0773104,-1.04178,-4.50401,-12.9007
19,0.252829,0.273683,0.296697,-4.83795,16.9264,6.13026
20,0.223236,0.0646184,0.252331,9.66877,-3.90561,4.09667
21,-0.0816143,0.471897,0.210996,-4.78921,-4.97945,6.7289
22,1.90247,-0.975301,0.174877,6.38646,-4.13885,4.99581
23,0.0729251,-0.0107457,0.0681582,3.53192,4.37811,6.18778
24,0.0921092,0.404589,0.315401,-6.24311,12.8818,5.39466
25,0.211636,-0.0987127,0.0849872,-0.152567,9.51897,10.872
26,0.0122609,0.321944,0.308298,-7.66008,18.2445,9.40031
27,0.175806,-0.192405,0.0400793,-5.72472,6.17477,3.00715
28,0.151478,0.307691,0.332897,3.23159,-0.268699,3.18887
29,0.136007,0.0534164,0.296101,-7.59891,-13.1889,-6.5257
30,0.157187,0.250596,0.0256104,1.63348,-2.89128,10.5581
31,0.0614793,0.379111,0.309509,-1.86512,-0.667952,-1.43279
32,0.711226,1.25777,1.23456,-9.44613,-10.4037,-12.4903
33,0.235643,0.493287,0.537227,-7.29472,-7.63841,6.0111
34,-4.00155,-5.60247,-6.47207,-2.27159,-4.29294,-5.19049
35,0.0595607,0.204586,0.0260073,-6.73867,6.76672,3.76959
36,0.43686,-0.353905,0.125784,3.77867,-2.36091,4.06974
37,0.606539,-0.32308,0.0386298,-5.46022,-2.56027,4.94708
38,-0.153617,0.696204,-0.00642631,1.93027,-2.08239,-8.08624
39,0.0624474,0.0900878,0.274854,1.38792,0.516447,1.85903
40,0.461874,-0.571334,-0.48828,0.211802,-6.28659,2.83612
41,0.196965,0.160788,0.174585,7.24288,0.549743,-0.78597
42,0.449862,-0.321206,-0.213761,1.0738,-3.10373,-6.3254
43,0.240191,0.0959609,0.378174,6.01285,-11.0924,-3.82706
44,0.698032,-0.894905,0.046338,-3.15919,-0.945668,-1.12136
45,0.433233,-0.221608,0.0619725,7.22926,-9.9045,-2.54856
46,0.207751,0.104835,0.230126,0.226661,-0.544444,-1.70751
47,0.0988089,-0.128759,0.11172,2.22237,0.0312835,-4.44657
48,0.309959,-0.181867,0.210465,19.8639,-6.08691,-7.91391
49,0.0754282,0.282983,0.293183,4.97884,19.0719,-8.66591
50,-0.936264,-2.49989,-2.27817,1.78966,4.97701,5.63242
51,0.125674,0.0510045,0.203715,3.85479,8.47154,5.58287
52,0.0527338,0.291516,0.118896,-7.43673,-12.9139,-8.20392
53,0.122906,0.268185,-0.00422482,-5.21542,2.82616,7.67105
54,0.253115,-0.079873,0.0772842,8.11112,27.8702,11.2461
55,0.165067,0.00760439,0.188445,17.2466,23.4839,1.19849
56,0.455643,-0.358317,0.245107,-6.05075,-16.2793,-0.0210736
57,-0.0517241,1.48452,0.216754,4.79038,1.85112,4.39738
58,0.384577,0.41345,0.286537,-5.35182,18.5336,5.38865
59,0.142112,0.0877509,0.293211,-6.1125,-12.9483,-9.11548
60,0.159364,0.101801,0.205165,0.849816,2.40448,6.85202
61,0.0717992,0.240729,0.239498,8.69852,4.23039,-6.6173
62,0.279752,0.106478,0.104311,0.3877,-28.7472,-5.99008
63,0.433981,-0.547311,-0.682624,-1.40303,-3.75345,-14.059
64,0.176336,0.232488,0.045931,-1.74102,13.8639,4.29168
65,0.0486369,0.191367,0.28445,0.227755,-2.88866,0.790536
66,0.48443,-0.643932,0.152039,-0.913072,-5.05189,9.69596
67,0.419855,-0.417695,0.107526,0.521348,3.78017,3.85209
68,0.0388927,-0.146796,0.0238906,-5.94904,-11.3875,-21.9972
69,0.155357,0.210617,0.276947,-6.23601,13.2787,15.7064
70,-5.50876,-7.08055,-7.13425,-4.17028,-7.38773,-7.39936
71,-3.91714,4.56434,5.78587,-0.321231,1.03414,3.19905
72,0.240683,0.122958,0.272853,-3.15143,4.74652,-1.68374
73,0.182484,0.239327,0.258055,-20.807,14.5402,25.1688
74,0.194972,1.41425,-0.30479,-3.65138,-12.9605,0.0632583
75,0.125588,0.337909,0.15573,4.25176,24.9115,-8.05076
76,0.169728,0.177983,0.167234,-5.58283,-1.04169,-1.95903
77,4.91718,6.43213,-6.42728,3.10991,3.88202,-4.03718
78,0.380162,-0.0862304,0.20595,14.9403,-7.66781,-6.74285
79,0.36579,0.610372,0.870357,6.10638,16.5051,15.593
80,0.0411811,0.400104,0.435863,-0.622838,22.2896,1.68377
81,1.59576,2.23619,-2.13558,-4.62,-6.15889,3.85157
82,0.522286,0.111276,-0.214323,1.28231,-1.04922,5.55018
83,0.562733,-2.86702,-0.468982,-0.0358572,-1.90144,1.16704
84,0.0163814,0.345024,0.0588236,-9.49396,0.620907,-3.15637
85,0.506444,0.472865,0.656313,10.3419,7.99596,10.3887
86,0.122375,0.124939,0.201628,6.59879,2.8018,-1.75245
87,0.260335,-0.3019,0.192486,-14.5026,10.2124,1.96759
88,0.253092,0.234832,0.320983,2.77954,-24.2397,-6.1354
89,-0.149739,-0.755453,-0.176586,8.85618,4.11251,-3.01528
90,0.135248,0.146805,0.119766,-13.6188,-3.10556,-3.43783
91,0.255137,0.0128476,0.331471,-7.33803,-3.42871,0.498242
92,0.157822,0.101559,0.221684,3.36288,8.47984,8.08803
93,0.128604,0.198546,0.265653,-11.3642,11.3658,8.04799
94,-5.4683,-6.90266,-7.08494,-4.33468,-4.6126,-3.80122
95,0.682359,-1.55353,0.00895396,4.03928,-5.49105,4.8901
96,-4.94425,-6.09023,-6.36779,-1.08083,-6.45001,-4.04877
97,-0.317271,0.443498,0.536235,-16.1435,-3.43837,2.52905
98,-1.03961,1.95868,0.580751,5.26703,-3.89389,-2.48738
99,0.171727,0.291316,0.10506,3.93571,3.34956,-3.66865
100,0.775608,-0.585618,0.429813,2.11151,-16.4144,1.20505
101,0.225065,0.0991125,0.187264,0.231107,0.140528,11.6675
102,0.172139,0.175066,0.155769,-2.09472,-2.26018,-3.88575
103,0.217307,-0.15441,0.0214022,-4.59649,-3.89344,-2.10272
104,0.0654289,0.146546,0.0960819,-8.068,-3.76052,6.27521
105,-1.03096,2.49963,0.0672181,1.38891,-1.83469,4.0931
106,0.738663,0.93685,-0.041669,-0.167486,-6.03277,5.2297
107,0.198894,0.0585239,0.0663909,-14.4424,-12.3344,12.766
108,1.32737,-0.479868,0.185015,12.8744,-6.90792,4.12269
109,0.397724,0.0420417,0.0909142,2.39543,-5.40355,-0.418945
110,0.024727,0.485184,0.119341,-11.1245,2.84641,-5.64629
111,-0.591559,1.2478,0.264678,-0.95051,4.10462,0.679442
112,0.302536,-0.191162,0.44554,-9.4431,20.0517,2.02599
113,-3.8659,4.31761,5.76599,-1.0281,0.753222,2.56135
114,-5.6691,-6.89662,-6.95794,-5.24083,-3.67592,-2.78673
115,0.269057,0.116287,0.272701,-17.6364,8.0488,14.8451
116,-0.135395,-0.534034,0.0713238,-3.22309,-10.6688,0.330957
117,-8.18111,-6.6975,7.71914,-6.21184,-5.93621,6.50632
118,0.0969333,0.171913,0.155522,-1.24488,15.7668,-1.57167
119,0.37843,-0.5993,-0.247371,4.68724,-7.57643,9.68323
120,0.138076,0.100364,0.107389,-10.5169,4.43115,15.8648
121,0.188615,-0.671297,0.156617,9.96972,-4.16724,2.09517
122,-0.0562998,0.333932,0.225309,-5.67209,7.4351,-6.26324
123,0.296326,0.245334,0.0581975,-0.666524,-3.22891,-0.534232
124,0.225256,0.135073,0.187087,4.8062,2.07528,-2.74357
125,-5.79846,9.27172,-6.45813,-4.14246,7.42227,-4.68027
126,0.215105,-0.330978,0.00181355,1.47068,18.8897,3.35025
127,0.83761,-1.21962,1.05539,4.14332,-1.52375,1.17878
128,-0.0210247,-0.138587,0.151233,1.49793,15.3229,-5.75917
129,-5.80657,9.26127,-6.45215,-1.81957,6.31901,-5.15631
130,-0.208247,1.10648,0.125716,5.33923,-13.5854,0.13184
131,0.556806,-0.441687,-0.275792,8.09315,-16.7465,-2.79625
132,0.23877,0.17065,0.278998,-0.394849,0.526191,-4.8951
133,-5.5377,-6.7802,-6.99398,-1.62935,-5.98905,-4.44863
134,0.536635,0.71105,0.899709,3.68503,-2.7006,-9.52227
135,0.258622,-0.070108,-0.0792941,1.133,9.43595,0.665781
136,0.137139,0.342093,0.260639,-3.02367,-2.02925,4.93358
137,0.277291,-1.14837,-0.260892,0.994256,3.05153,3.63657
138,0.217983,0.0149286,0.133292,-2.5881,0.342552,-2.05865
139,0.166781,0.439521,0.0331682,9.0937,16.7323,-7.30971
140,0.157734,0.172333,0.17238,-5.51941,-0.296601,5.7479
141,0.297649,0.236492,0.0740134,16.1332,-8.15421,-19.9175
142,0.173695,0.0322181,0.0864287,0.173866,-2.22748,1.64801
143,0.131329,0.101155,0.187637,-1.47638,0.0879039,-0.876421
144,-0.275986,1.06816,0.541298,-1.11673,-7.78597,-2.14697
145,0.42948,0.784745,0.378073,4.4464,17.7362,1.93276
146,0.389158,-0.0158813,0.298891,-0.488834,-9.66007,-16.6178
