BodyID,X,Y,Z,VX,VY,VZ
0,-0.300679,0.146951,0.141074,-3.80625,-20.9911,3.58441
1,10.302,-12.0858,-13.9199,8.33231,-10.1458,-12.1143
2,0.139305,-0.233695,-0.515488,-17.7311,-0.614627,10.623
3,-0.861327,0.302784,0.804111,-11.838,-0.691545,7.96224
4,-0.0356673,-0.15965,0.27503,-7.47761,24.0785,-17.6078
5,10.7933,-12.2913,-14.185,9.73858,-5.04433,-12.825
6,1.84215,-2.82431,1.33042,-6.3197,8.11917,-2.54351
7,10.377,-11.1813,-13.1582,8.52826,-10.0457,-12.254
8,-0.391846,0.515759,0.304683,20.9215,-5.80628,-52.0315
9,-0.192548,0.190034,-0.0329686,-15.9017,-3.1742,5.47044
10,-0.138409,0.131276,0.616398,-17.7543,12.4395,7.3713
11,-0.188624,0.344718,0.271953,25.0993,-9.58951,-5.13227
12,-0.127597,0.161656,0.0294189,1.85233,8.0431,-1.58173
13,-0.000182997,0.164591,0.304524,27.209,-3.43356,22.7694
14,-0.306912,-0.0499341,0.143148,1.1275,-3.34023,-1.94615
15,-0.00694958,-0.0306342,-0.190915,4.7887,25.8924,-25.9979
16,0.00454765,0.12054,-0.323152,18.4965,-1.58393,-16.4488
17,0.115062,-0.432517,-0.234697,-3.13377,19.0912,14.897
18,0.0361968,0.289233,0.019462,-11.7822,-8.96574,-7.86122
19,-0.0581188,0.0682734,-0.281706,8.64484,-2.05292,-8.0427
20,-0.00844348,0.248205,0.0933462,13.7251,-2.83845,-2.57836
21,0.0696278,0.135211,0.0477861,6.65661,12.0479,-18.0707
22,-0.188242,-0.152154,-0.214668,24.5944,-24.1802,-35.3446
23,-0.178394,0.286857,0.287082,5.93331,17.572,9.4581
24,-0.187167,0.197053,0.331853,10.8208,5.43037,-27.6518
25,0.0835158,0.205954,-0.233438,12.6537,-10.868,-5.90828
26,0.248227,0.289107,-0.253739,-19.7948,-14.7398,11.7255
27,0.242504,0.190972,-0.240992,-8.45934,-4.75887,-2.84316
28,-0.242451,0.209562,0.243633,-0.65747,8.33686,-9.93074
29,-0.11268,0.249915,0.285743,11.7276,-14.295,-13.6252
30,-0.0703933,0.00509787,-0.0144967,2.68269,13.1937,-16.5393
31,-0.0977698,0.192568,-0.0845658,5.44493,-0.363627,-12.2857
32,11.1053,9.68956,9.85498,7.84481,6.17705,7.35406
33,-0.34096,0.251405,0.269285,7.91089,-24.9242,-9.4495
34,-2.48769,-0.433395,2.79538,3.34369,-3.37931,-12.0594
35,-0.241718,0.272804,0.175616,2.76546,12.3448,-13.5048
36,-0.310135,0.499167,0.614687,-6.55825,6.78335,11.8584
37,-0.125277,-0.0283919,-0.151306,-11.8002,-19.5219,-20.7926
38,-0.144415,-0.741846,-0.251811,1.84398,-15.4722,-18.7514
